dedup_id,title,authors,year,venue,doi,url,abstract,source_database,string_id,also_found_in,title_screen,title_fail_reason,abstract_length,abstract_screen,abstract_fail_reason
REC-083,AI for Traffic Prediction and Management,"Hasanain Kureshi, J. Musale, Sambhaji Nawale, Amey Lomte, Onkar Mutkiri, Satish Gaikwad",2024,"REST Journal on Banking, Accounting and Business",10.46632/jbab/3/3/9,https://doi.org/10.46632/jbab/3/3/9,"Urban traffic congestion is a growing problem in cities across the globe, contributing to long delays, higher fuel consumption, environmental degradation, and economic losses. Conventional traffic management systems often depend on static data and rule-based approaches, which fall short in dealing with the complexity and variability of modern traffic. This paper introduces an AI-based traffic management approach that utilizes machine learning models to provide real-time traffic forecasts. By integrating historical data, live sensor inputs, and machine learning techniques, this system aims to enhance traffic flow, alleviate congestion, and improve travel efficiency. The model is compared against existing systems, demonstrating improved accuracy, flexibility, and scalability. Results indicate that the AI-based system offers significant advantages in managing urban traffic, surpassing traditional methods. The study further elaborates on how AI-powered traffic management can cut travel times by ensuring efficiency and safety, therefore playing a part in environmental sustainability through emission reduction, and the opportunities and challenges it brings to the table in the implementation of AI in traffic systems.",Semantic Scholar,A,Semantic Scholar/A,MAYBE,,1230,EXCLUDE,E5:urban traffic
REC-085,Data Analysis for the Aero Derivative Engines Bleed System Failure Identification and Prediction,"Khalid Salmanov, Hadi Harb",2021,International Journal of Intelligent Systems and Applications,10.5815/ijisa.2021.06.02,https://doi.org/10.5815/ijisa.2021.06.02,"Middle size gas/diesel aero-derivative power generation engines are widely used on various industrial plants in the oil and gas industry. Bleed of Valve (BOV) system failure is one of the failure mechanisms of these engines. The BOV is part of the critical anti-surge system and this kind of failure is almost impossible to identify while the engine is in operation. If the engine operates with BOV system impaired, this leads to the high maintenance cost during overhaul, increased emission rate, fuel consumption and loss in the efficiency. This paper proposes the use of readily available sensor data in a Supervisory Control and Data Acquisition (SCADA) system in combination with a machine learning algorithm for early identification of BOV system failure. Different machine learning algorithms and dimensionality reduction techniques are evaluated on real world engine data. The experimental results show that Bleed of Valve systems failures could be effectively predicted from readily available sensor data.",Semantic Scholar,A,Semantic Scholar/A,MAYBE,,1014,EXCLUDE,E1:non-maritime
REC-086,Integrated Ship Energy Flowchart: A digital twin to mitigate GHG emissions,"Elias Elias Yfantis, Constantina Ioannou, A. Paradeisiotis",2023,"Day 1 Tue, March 07, 2023",10.5957/some-2023-009,https://doi.org/10.5957/some-2023-009,"The alarming rate of climate change accentuates the need to reduce greenhouse gas (GHG) emissions produced from anthropogenic activities and consequently the consumption of fossil fuels. The transportation sector is one of the most energy-demanding activities, consisting around 27% of the global primary energy demand and one of the major contributors of GHG emissions to the atmosphere, while shipping transportation accounts for nearly 12% of its CO2 emissions. Decarbonization is vital for emission mitigation using innovative technologies, policies, and incentives at a local and international level. In this context, the presented Integrated Ship Energy Flowchart (ISEF), aims to create a digital twin of a ship and carry out deterministic calculations, such as engine power requirements and by extension fuel consumption and emissions, by modelling the various components of a ship’s energy flow. Most modeling approaches depend on tracking data from automatic identification systems (AIS) and commercial vessel databases, accompanied with prohibitive costs for many, as well as missing vessel characteristics. ISEF, on the other hand, aims to fill in the gap in case of missing or costly to obtain data while maintaining the flexibility to utilize field data if available. This is done by providing representative vessel characteristics, detailed engine modeling and simulating components such as environmental conditions (sea-state, wind). At the same time, ISEF develops a library of vessel data including ship particulars, engine and route information among others. Thus, it is also suitable for the validation of tracking information and machine learning or other deterministic algorithms. Additionally, this library will enable the development of a statistically representative ship describing the international fleet. This will therefore improve projection algorithms utilized in calculations and aid the evaluation of mitigation options regarding decarbonisation in terms of the overall fleet. Such a model also enables the investigation of alternative fuels and fuel mixtures, route optimization, and inclusion of cold ironing amongst others. The current objectives include the validation of the core modelling implementation via comparisons with available raw data to serve as a reference case and build the necessary libraries. Therefore, a case study of a specific ship utilizing real navigational data will be used to demonstrate the capabilities of the algorithm.",Semantic Scholar,A,Semantic Scholar/A,PASS,,2484,EXCLUDE,E1:route optimization
REC-087,Energy Management Control of Hydrogen Fuel Cell Powered Ships,"Luca Cavanini, P. Majecki, M. Grimble, G. M. V. D. Molen",2023,American Control Conference,10.23919/ACC55779.2023.10156221,https://doi.org/10.23919/ACC55779.2023.10156221,"An Energy Management System for electric vessels is described, based on a Model Predictive Control (MPC) with Anticipative Action. The electric ship has a power system composed of a hydrogen fuel cell generator, a battery storage system, a propulsion system, an auxiliary load module, and a command system. The controller defines the power allocated among the vessel’s power system components. The MPC design uses a Linear Parameter-Varying (LPV) model to approximate the nonlinear dynamics of the vessel’s power system and components. To improve the performance of the LPV-MPC, an additional predictor is included, based on data-driven Machine Learning. This is included in the LPV-MPC so the future predicted trajectory of the reference signals can be estimated to improve the allocation of power. The reference trajectory is generated using a Neural Network trained to estimate the future power demand determined by representative ship manoeuvres. A simple baseline Rule-based (RB) strategy was compared with the basic LPV-MPC and with the data-driven LPV-MPC that includes the prediction generated by the Neural Network.",Semantic Scholar,A,Semantic Scholar/A,PASS,,1124,EXCLUDE,manual:out-of-scope
REC-090,"Federated Learning-Aided Prognostics in the Shipping 4.0: Principles, Workflow, and Use Cases","Angelos Angelopoulos, A. Giannopoulos, Nikolaos Nomikos, Alexandros S. Kalafatelis, Antonios Hatziefremidis, P. Trakadas",2024,IEEE Access,10.1109/ACCESS.2024.3350777,https://doi.org/10.1109/ACCESS.2024.3350777,"The next generation of shipping industry, namely Shipping 4.0 will integrate advanced automation and digitization technologies towards revolutionizing the maritime industry. As conventional maintenance practices are often inefficient, costly, and unable to cope with unexpected failures, leading to operational disruptions and safety risks, the need for efficient predictive maintenance (PdM), relying on machine learning (ML) algorithms is of paramount importance. Still, the exchange of training data might raise privacy concerns of the involved stakeholders. Towards this end, federated learning (FL), a decentralized ML approach, enables collaborative model training across multiple distributed edge devices, such as on-board sensors and unmanned vessels and vehicles. In this work, we explore the integration of FL into PdM to support Shipping 4.0 applications, by using real datasets from the maritime sector. More specifically, we present the main FL principles, the proposed workflow and then, we evaluate and compare various FL algorithms in three maritime use cases, i.e. regression to predict the naval propulsion gas turbine (GT) measures, classification to predict the ship engine condition, and time-series regression to predict ship fuel consumption. The efficiency of the proposed FL-based PdM highlights its ability to improve maintenance decision-making, reduce downtime in the shipping industry, and enhance the operational efficiency of shipping fleets. The findings of this study support the advancement of PdM methodologies in Shipping 4.0, providing valuable insights for maritime stakeholders to adopt FL, as a viable and privacy-preserving solution, facilitating model sharing in the shipping industry and fostering collaboration opportunities among them.",Semantic Scholar,A,OpenAlex/B; OpenAlex/D; Semantic Scholar/A,PASS,manual-reconsider,1780,INCLUDE,
REC-091,AI-POWERED PREDICTIVE FAILURE ANALYSIS IN PRESSURE VESSELS USING REAL-TIME SENSOR FUSION : ENHANCING INDUSTRIAL SAFETY AND INFRASTRUCTURE RELIABILITY,"Arafat Bin Fazle, Ripan Kumar Prodhan, Md Majharul Islam",2023,American Journal of Scholarly Research and Innovation,10.63125/wk278c34,https://doi.org/10.63125/wk278c34,"The integration of Artificial Intelligence (AI) into Structural Health Monitoring (SHM) systems has emerged as a transformative solution for predictive failure analysis in pressure systems such as pressure vessels, pipelines, and industrial reactors. This study aims to systematically examine the role of AI-powered SHM frameworks in enhancing the reliability, safety, and operational efficiency of these high-risk infrastructures. A total of 63 peer-reviewed journal articles and conference papers published between 2000 and 2023 were reviewed following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) 2020 guidelines. The selected studies were analyzed in terms of AI techniques applied, types of sensors integrated, fusion architectures, model performance metrics, validation methods, and real-world industrial applications. The review reveals that AI models—especially machine learning and deep learning algorithms—have significantly improved the early detection of faults, classification accuracy, and remaining useful life (RUL) prediction when supported by multi-sensor fusion frameworks. Models such as support vector machines (SVM), convolutional neural networks (CNN), and long short-term memory (LSTM) networks were frequently used and demonstrated strong performance, often achieving accuracy levels exceeding 90% across varied industrial scenarios. Furthermore, many of these systems have been successfully deployed in operational environments, leading to measurable improvements in maintenance scheduling, reduced downtime, and heightened safety. However, the review also identifies critical implementation challenges, including data scarcity, limited model interpretability, system integration constraints, and cybersecurity vulnerabilities. These barriers highlight the need for standardized practices, improved data governance, and interdisciplinary collaboration.",Semantic Scholar,A,Semantic Scholar/A,MAYBE,,1913,INCLUDE,
REC-092,Power Increase due to Marine Biofouling: a Grey-box Model Approach,"Matthew De Haas, Andrea Coraddu, Abdel-Ali El Mouhandiz, Nikoleta Dimitra Charisi, Austin A. Kana",2023,Modelling and Optimisation of Ship Energy Systems 2023,10.59490/moses.2023.661,https://doi.org/10.59490/moses.2023.661,"This paper proposes a grey-box modelling approach to predict marine biofouling growth and its effects on ship performance. The approach combines empirical or experimental-based white-box models with data-driven black-box models. First, a white-box model is built to predict ship resistance considering a bare hull. This prediction is based on calm water resistance, wind, waves, and temperature differences. Subsequently, marine biofouling growth is predicted using an experimental model that estimates the level of roughness on the ship hull. Finally, a deep extreme learning machine is used as a black-box model, employing a feedforward neural network technique. To test the approach, a superyacht case study was selected as a category of vessel heavily exposed to fouling. The study used a 2-year dataset obtained through a collaboration with Feadship. Results showed that the black-box approach outperforms the white-box approach in predictive capabilities. However, when the knowledge encapsulated in the white-box model is included in the grey-box approach, the model shows the highest prediction accuracy achieved by leveraging less historical data. This study demonstrates the potential of the proposed grey-box approach to accurately predict marine biofouling growth and its effects on ship performance, which can benefit ship operators and designers in improving operational efficiency and reducing maintenance costs.",Semantic Scholar,A,Semantic Scholar/A; Semantic Scholar/C,PASS,,1427,INCLUDE,
REC-094,Big Data Analytics and AI for Optimizing Supply Chain Sustainability and Reducing Greenhouse Gas Emissions in Logistics and Transportation,"Jessica Obianuju Ojadi, Chinekwu Somtochukwu Odionu, Ekene Cynthia Onukwulu, Olumide Akindele Owulade",2024,International Journal of Multidisciplinary Research and Growth Evaluation,10.54660/.ijmrge.2024.5.1.1536-1548,https://doi.org/10.54660/.ijmrge.2024.5.1.1536-1548,"Big Data Analytics (BDA) and Artificial Intelligence (AI) are transforming supply chain sustainability by enhancing efficiency and minimizing environmental impact. The integration of these technologies in logistics and transportation enables real-time monitoring, predictive modeling, and optimized decision-making, thereby reducing greenhouse gas (GHG) emissions. BDA facilitates data-driven insights by aggregating information from diverse sources such as IoT sensors, GPS tracking, and enterprise resource planning (ERP) systems. These insights support route optimization, demand forecasting, and dynamic inventory management, minimizing fuel consumption and waste. AI-powered solutions, including machine learning algorithms and reinforcement learning models, improve fleet management and predictive maintenance, reducing energy usage and emissions. Moreover, AI-driven automation enhances warehouse operations through smart robotics and efficient resource allocation, leading to lower carbon footprints. Advanced AI applications, such as digital twins and blockchain-based transparency, further improve sustainability by enabling end-to-end visibility and accountability in supply chains. Furthermore, BDA and AI facilitate compliance with environmental regulations and corporate sustainability goals by providing accurate carbon footprint assessments and scenario analysis for emission reduction strategies. Challenges such as data privacy, infrastructure costs, and integration complexities remain, but advancements in cloud computing and AI-driven analytics continue to mitigate these barriers. This explores the role of BDA and AI in optimizing supply chain sustainability and reducing GHG emissions in logistics and transportation. It examines case studies and emerging trends, highlighting the potential for these technologies to drive sustainability in global supply chains. By leveraging AI and big data, businesses can achieve operational efficiency while contributing to global climate change mitigation efforts.",Semantic Scholar,A,Semantic Scholar/A,PASS,manual-reconsider,2027,EXCLUDE,E1:route optimization
REC-097,DiEM – A Digital Engine Management Platform for Condition-Based Maintenance and Performance Optimization,"Panagiotis Kyrtatos, L. Nikolopoulos, Pavlos Nikolopoulos, Panagiotis Simatos, Konstantinos Chatzidakis",2025,SNAME Maritime Convention,10.5957/smc-2025-084,https://doi.org/10.5957/smc-2025-084,"
 
 The LNG shipping industry faces mounting pressures from decarbonization regulations, supply chain disruptions, and increasing engine complexity. To address these challenges, Propulsion Analytics and GasLog co-developed an Engine Condition-Based Maintenance (ECBM) scheme which is hosted on the Digital Engine Management (DiEM) platform. DiEM integrates high-frequency engine data, physical inspections, lubricant and water analyses with physics-based digital twin modeling and machine learning to assess engine health, predict faults, and optimize maintenance. This paper outlines the ECBM framework, detailing its data acquisition, diagnostic methodologies, and integration with maintenance systems.
 
 
 
 The evolution of shipping companies and vessel types reflects their ongoing efforts to adapt to shifting global trade demands, new financing models, technological advancements, and growing environmental pressures. To remain agile and competitive, many shipping firms operate fleets that span a wide range of ship types and sizes. While this diversity enhances operational flexibility, it also introduces increased complexity in fleet management and planning.
 Traditionally, shipboard crews were responsible for engine maintenance. However, the sophistication of today's marine engines – including advanced automation, electronic control systems, and high-performance components – has surpassed the capabilities of standard crew training. These systems now require specialized technical expertise.
 Machinery maintenance has also undergone significant transformation, moving from reactive repairs after failure to preventive maintenance based on operating time. This time-based maintenance relies on manufacturer-prescribed service intervals, grounded in theoretical lifetimes beyond which failure probability escalates (ISO 2016). Yet, these assumptions often carry large uncertainties – particularly for the niche machinery used in ocean-going vessels. As a result, maintenance may be performed too early, leading to avoidable costs, or too late, increasing the risk of failure. Moreover, scheduled overhauls of non-inspectable components can inadvertently introduce faults during disassembly or reassembly.
 To address the limitations of time-based maintenance, condition-based approaches – collectively known as Condition-Based Maintenance (CBM) – have emerged (Teixeira, Lopes, and Braga 2020; Klockars, Eykerman, and Mayr 2011). CBM offers shipowners significant advantages, including reduced costs, less equipment downtime, better engine performance, and more predictable operations. Remote diagnostics and predictive maintenance systems can substantially cut maintenance expenses by extending service intervals, while also enhancing safety, reliability, and lowering greenhouse gas emissions. Further savings can arise from improved engine efficiency and reduced fuel consumption (Kyrtatos 2024; Basurko and Uriondo 2015). Despite these advantages, CBM can entail higher upfront or long-term investment, making cost optimization critical. Ship operators must efficiently manage procurement, inspections, overhauls, and spare parts while leveraging in-house expertise and advanced software tools. These systems must also support the complexity of mixed fleets with varied ship and engine configurations.
",Semantic Scholar,A,Scopus/C; Semantic Scholar/A; Semantic Scholar/C,PASS,,3318,INCLUDE,
REC-100,Marine Engine-Centered Data Analytics for Ship Performance Monitoring,"L. Perera, B. Mo",2017,,10.1115/1.4034923,https://doi.org/10.1115/1.4034923,"This study proposes marine engine centered data analytics as a part of the ship energy efficiency management plan (SEEMP). The SEEMP enforces various emission control measures to improve ship energy efficiency by considering vessel performance and navigation data. The proposed data analytics is developed in the engine-propeller combinator diagram (i.e., one propeller shaft with a direct drive main engine). Three operating regions from the initial data analysis are under the combinator diagram noted to capture the shape of these regions by the proposed data analytics. The data analytics consists of implementing Gaussian mixture models (GMMs) to classify the most frequent operating regions of the main engine. Furthermore, the expectation maximization (EM) algorithm calculates the parameters of GMMs. This approach, also named data clustering algorithm, facilitates an iterative process for capturing the operating regions of the main engine (i.e., in the combinatory diagram) with the respective mean and covariance matrices. Hence, these data analytics can monitor ship performance and navigation conditions with respect to engine operating regions as a part of the SEEMP. Furthermore, development of advanced mathematical models for ship performance monitoring within the operational regions (i.e., data clusters) of marine engines is expected.",Semantic Scholar,A,Semantic Scholar/A,PASS,,1355,EXCLUDE,E3:no-ML-method
REC-101,Machine Learning Approaches for Ship Speed Prediction towards Energy Efficient Shipping,"Misganaw Abebe, Yongwoo Shin, Y. Noh, Sangbong Lee, Inwon Lee",2020,Applied Sciences,10.3390/app10072325,https://doi.org/10.3390/app10072325,"As oil prices continue to rise internationally, shipping costs are also increasing rapidly. In order to reduce fuel costs, an economical shipping route must be determined by accurately predicting the estimated arrival time of ships. A common method in the evaluation of ship speed involves computing the total resistance of a ship using theoretical analysis; however, using theoretical equations cannot be applied for most ships under various operating conditions. In this study, a machine learning approach was proposed to predict ship speed over the ground using the automatic identification system (AIS) and noon-report maritime weather data. To train and validate the developed model, the AIS and marine weather data of the seventy-six vessels for a period one year were used. The model accuracy result shows that the proposed data-driven model has a satisfactory capability to predict the ship speed based on the chosen features.",Semantic Scholar,A,OpenAlex/A; OpenAlex/B; Scopus/A; Semantic Scholar/A,PASS,,934,EXCLUDE,E1:non-performance-topic
REC-102,Voyage performance evaluation based on a digital twin model,"M. Liu, Q. Zhou, X. Wang, C. Yu, M. Kang",2020,IOP Conference Series: Materials Science and Engineering,10.1088/1757-899X/929/1/012027,https://doi.org/10.1088/1757-899X/929/1/012027,"Using digital twins in voyage performance evaluation is becoming critical for ocean vessels to reduce GHG emissions. A novel GBM approach is proposed in this paper to establish a digital twin model for voyage performance prediction. The weather hindcast data are introduced to enrich noon reports (NR) and automatic identification system (AIS) datasets, which are split into training and validation sets to develop GBM. The NR and AIS datasets collected from a 57000DWT bulk carrier are used to demonstrate the fidelity and capability of the proposed GBM. The voyage performance prediction from the GBM shows better accuracy than those from pure WBM or pure BBMs. An arrival time forecast and a weather routing showcase are also presented to demonstrate the application effects of GBM. The proposed GBM provides a satisfying prediction of ship speed and fuel consumption without mandatory sensor-collected data, thus applicable for a varity of vessels. In those cases where more sensors are available onboard, the proposed approach can incorporate sensor data to improve the model accuracy further.",Semantic Scholar,A,Semantic Scholar/A,MAYBE,,1098,EXCLUDE,E1:weather routing
REC-103,Improving Voyage Efficiency in the Shipping 4.0 Decarbonization Era,"T. Varelas, Dimitrios Kaklis, Iraklis Varlamis, Artemis Flori",2023,International Symposium on Service Oriented Software Engineering,10.1109/SOSE58276.2023.00030,https://doi.org/10.1109/SOSE58276.2023.00030,"The objective of this work is to pave the way toward a carbon-neutral and efficient operational blueprint for the waterborne sector, through the lens of the Industry 4.0 era. In this direction, we demonstrate a cutting-edge integrated ecosystem (ARTeMIS) for operational efficiency and environmental compliance and focus on the respective building block comprising the envisaged platform. ARTeMIS incorporates an IoT suite responsible for data acquisition, as well as a multi-purpose processing pipeline for CI/CD (continuous integration/deployment) of simulation models concerning operational optimization. In the context of this work, the proposed framework was adapted accordingly to capture, analyze and continuously predict the Fuel Oil Consumption (FOC), Effective HorsePower (EHP), Speed, and pollutant concentrations, of the vessel. Utilizing this streamlined procedure we are able to assess the scrubbing efficiency, as well as the environmental footprint of the vessel (CII - Carbon Intensity Indicator) in order to further optimize the vessel operation. Furthermore, the paper argues on how generic models like STEAM (Ship Traffic Emissions Assessment Method) should be transformed radically with the utilization of shipping 4.0 driven frameworks like the one proposed in the context of this work. Finally, the unleashed highly accurate prediction potential of the proposed system concerning operational efficiency, anomaly detection, and environmental compliance is demonstrated. The onboard proof of concept and the assimilated results so far, are also depicted to illustrate the feasibility and potential of the proposed approach.",Semantic Scholar,A,Semantic Scholar/A,MAYBE,,1644,EXCLUDE,E3:no-ML-method
REC-104,Towards a Realistic Estimation of the Powering Performance of a Ship with a Gate Rudder System,"N. Sasaki, S. Kuribayashi, M. Fukazawa, M. Atlar",2020,Journal of Marine Science and Engineering,10.3390/jmse8010043,https://doi.org/10.3390/jmse8010043,"This paper presents an investigation on the scale effects associated with the powering performance of a Gate Rudder System (GRS) which was recently introduced as a novel energy-saving propulsion and maneuvring device. This new system was applied for the first time on a 2400 GT domestic container ship, and full-scale sea trials were conducted successfully in Japan, in 2017. The trials confirmed the superior powering and maneuvring performance of this novel system. However, a significant discrepancy was also noticed between the model test-based performance predictions and the full-scale measurements. The discrepancy was in the power-speed data and also in the maneuvring test data when these data were compared with the data of her sister container ship which was equipped with a conventional flap rudder. Twelve months after the delivery of the vessel with the gate rudder system, the voyage data revealed a surprisingly more significant difference in the powering performance based on the voyage data. The aim of this paper, therefore, is to take a further step towards an improved estimation of the powering performance of ships with a GRS with a specific emphasis on the scale effect issues associated with a GRS. More specifically, this study investigated the scale effects on the powering performance of a gate rudder system based on the analyses of the data from two tank tests and full-scale trials with the above-mentioned sister ships. The study focused on the corrections for the scale effects, which were believed to be associated with the drag and lift characteristics of the gate rudder blades due to the low Reynolds number experienced in model tests combined with the unique arrangement of this rudder and propulsion system. Based on the appropriate semi-empirical approaches that support model test and full-scale data, this study verified the scale effect phenomenon and presented the associated correction procedure. Also, this study presented an enhanced methodology for the powering performance prediction of a ship driven by a GRS implementing the proposed scale effect correction. The predicted powering performance of the subject container vessel with the GRS presented an excellent agreement with the full-scale trials data justifying the claimed scale effect and associated correction procedure, as well as the proposed enhanced methodology for the practical way of predicting the powering performance of a ship with the GRS.",Semantic Scholar,A,Semantic Scholar/A; Semantic Scholar/C,MAYBE,,2457,INCLUDE,physics-only perf model
REC-105,Interpretable Machine Learning: A Case Study on Predicting Fuel Consumption in VLGC Ship Propulsion,"Aleksandar Vorkapić, Sandra Martinčić-Ipšić, Rok Piltaver",2024,Journal of Marine Science and Engineering,10.3390/jmse12101849,https://doi.org/10.3390/jmse12101849,"The integration of machine learning (ML) in marine engineering has been increasingly subjected to stringent regulatory scrutiny. While environmental regulations aim to reduce harmful emissions and energy consumption, there is also a growing demand for the interpretability of ML models to ensure their reliability and adherence to safety standards. This research highlights the need to develop models that are both transparent and comprehensible to domain experts and regulatory bodies. This paper underscores the importance of transparency in machine learning through a use case involving a VLGC ship two-stroke propulsion engine. By adhering to the CRISP-DM standard, we fostered close collaboration between marine engineers and machine learning experts to circumvent the common pitfalls of automated ML. The methodology included comprehensive data exploration, cleaning, and verification, followed by feature selection and training of linear regression and decision tree models that are not only transparent but also highly interpretable. The linear model achieved an RMSE of 23.16 and an MRAE of 14.7%, while the accuracy of decision trees ranged between 96.4% and 97.69%. This study demonstrates that machine learning models for predicting propulsion engine fuel consumption can be interpretable, adhering to regulatory requirements, while still achieving adequate predictive performance.",Semantic Scholar,B,OpenAlex/B; Scopus/B; Semantic Scholar/B,PASS,,1393,INCLUDE,
REC-106,Enhancing Ship Fuel Consumption Prediction: A Comprehensive Machine Learning Framework with Feature Selection and Explainability Technique,"Wenjie Cao, Xinjian Wang, Yuhao Cao, Zaili Yang, Jin Wang",2025,International Conference on Transportation Information and Safety,10.1109/ICTIS68762.2025.11214816,https://doi.org/10.1109/ICTIS68762.2025.11214816,"The shipping industry, which facilitates over 80% of worldwide commerce, faces pressing demands for higher energy efficiency and environmental sustainability. Accurate forecasting of ship fuel consumption is essential for effective ship management from both financial and sustainable perspectives. However, traditional methods often fail to capture the nonlinear relationships between complex navigation tasks and dynamic environmental factors which significantly affect ship fuel consumption. This study aims to develop a comprehensive framework that employs advanced machine learning (ML) techniques to enhance prediction accuracy. It integrates a feature selection method based on Simulated Annealing and Monte Carlo Simulation (SAMCFS) with four well-established ML models and SHapley Additive exPlanations (SHAP) for interpretability. The SAMCFS optimizes feature inputs by fusing ship noon report data with Reanalysis v5 (ERA5) meteorological data. The SHAP enhances model interpretability and aids in practical decision-making. The research results underscore the significant impact of key factors such as total voyage duration, main engine speed, average speed on fuel consumption. Furthermore, this study emphasizes the influence of meteorological factors, particularly air density, on fuel consumption, thereby advancing the development of fuel optimization strategies based on environmental adaptation. It provides scientific insights for energy conservation, emission reduction and intelligent fuel management in the shipping industry, paving the way for future studies in these critical areas.",Semantic Scholar,B,IEEE Xplore/A; IEEE Xplore/B; OpenAlex/B; Scopus/A; Scopus/B; Semantic Scholar/B,PASS,,1606,INCLUDE,
REC-108,Optimization and Experimental Validation of Energy Management and Control for a Distributed Hybrid Electric Propulsion Aircraft,"Mingliang Bai, Ruopu Zhang, Wenjiang Yang, Zibing Qu, Juzhuang Yan, Xuefeng Zhang",2025,IEEE Journal of Emerging and Selected Topics in Power Electronics,10.1109/JESTPE.2025.3563622,https://doi.org/10.1109/JESTPE.2025.3563622,"This article presents a distributed hybrid electric propulsion system (DHEPS) retrofitted for a general aviation aircraft, incorporating additional distributed propulsion units to enhance overall performance. Subsystem modeling and component parameter selection are conducted for a hybrid electric ground testbed. A hierarchical control framework is proposed, featuring a top-level supervisory controller based on a state machine-based energy management strategy (SM-EMS). At the bottom level, control strategies for electromechanical coupling across multiple time scales are developed, integrating reinforcement learning-based field-oriented control (RL-FOC) and extended Kalman filter (EKF) methods for distributed motors, as well as adaptive proportional-integral (PI) control for regulating the engine-generator shaft speed. Simulation results for a cruise flight profile demonstrate that the DHEPS achieves a 7.4% reduction in fuel consumption and a 2.1% improvement in energy-specific air range compared to the baseline aircraft. The RL-FOC- and EKF-based methods for distributed motors significantly improve response time and steady-state accuracy over conventional PI control, while the adaptive PI control minimizes overshoot and shortens settling time. Dynamic ground testing further validates effective power matching, voltage-current balance, confirming the robustness of the hierarchical control framework and the successful implementation of the DHEPS configuration and the SM-EMS.",Semantic Scholar,B,Semantic Scholar/B,PASS,manual-reconsider,1495,EXCLUDE,E5:aircraft
REC-109,Anomaly Detection in Power Generation Plants Using Machine Learning and Neural Networks,"Jecinta Mulongo, M. Atemkeng, Theophilus Ansah-Narh, Rockefeller Rockefeller, Gabin Maxime Nguegnang, M. Garuti",2019,Applied Artificial Intelligence,10.1080/08839514.2019.1691839,https://doi.org/10.1080/08839514.2019.1691839,"ABSTRACT The availability of constant electricity supply is a crucial factor to the performance of any industry. Nevertheless, the unstable supply of electricity in Cameroon has led to countless periods of electricity load shedding, hence, making the management of the telecom industry to fall on backup power supply such as diesel generators. The fuel consumption of these generators remain a challenge due to some perturbations in the mechanical fuel level gauges and lack of maintenance at the base stations resulting to fuel pilferage. In order to overcome these effects, we detect anomalies in the recorded data by learning the patterns of the fuel consumption using four classification techniques namely; support vector machines (SVM), K-Nearest Neighbors (KNN), Logistic Regression (LR), and MultiLayer Perceptron (MLP) and then compare the performance of these classification techniques on a test data. In this paper, we show the use of supervised machine learning classification based techniques in detecting anomalies associated with the fuel consumed dataset from TeleInfra base stations using the generator as a source of power. Here, we perform the normal feature engineering, selection, and then fit the model classifiers to obtain results and finally, test the performance of these classifiers on a test data. The results of this study show that MLP has the best performance in the evaluation measurement recording a score of in the K-fold cross validation test. In addition, because of class imbalance in the observation, we use the precision-recall curve instead of the ROC curve and registered the probability of the Area Under Curve (AUC) as .",Semantic Scholar,B,Semantic Scholar/B,MAYBE,,1662,EXCLUDE,E1:non-maritime
REC-110,VOYAGE SPEED OPTIMIZATION USING GENETIC ALGORITHM,"Tarik Taspinar, Zeynep Orman",2023,International Journal of Maritime Engineering,10.5750/ijme.v165ia1.1200,https://doi.org/10.5750/ijme.v165ia1.1200,"Decreasing the fuel consumption and thus greenhouse gas emissions of vessels have emerged as a critical topic for both ship operators and policymakers in recent years. The speed of vessels has long been recognized to have the highest impact on fuel consumption. The aim of this study is to develop a speed optimization model using a time-constrained genetic algorithm (GA). Subsequent to this, this paper also presents the application of machine learning regression methods in constructing a model to predict the fuel consumption of vessels. The local outlier factor algorithm is used to eliminate outliers in prediction features. The overfitting problem is observed after hyperparameter tuning in boosting and tree-based regression prediction methods. The early stopping technique is applied for overfitted models. In this study, speed is found to be the most significant feature for fuel consumption prediction. On the other hand, GA evaluation results showed that random modifications in the default speed profile could increase GA performance and thus fuel savings more than constant speed limits during voyages.",Semantic Scholar,B,Semantic Scholar/B; Semantic Scholar/D,PASS,,1116,INCLUDE,
